,id,Цена,Цена за кв.метр,Количество собственников,Район,Улица,Вид сделки,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Этажей в доме,Балкон или лоджия,Высота потолков,Санузел,Окна,Ремонт,Техника,Способ продажи,Тип дома,Год постройки,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Дополнительно,Тип комнат,Мебель,Тип продавца,Data_added,latitude,longitude,center_distance,metro_distance
1097,7354632854,4499000.0,81800.0,1 собственник,Kirovsky,"Физкультурная ул., 129",возможна ипотека,3,55.0,6.0,35.0,3.0,5.0,балкон,2.6,совмещенный,во двор,дизайнерский,,свободная,кирпичный,1969.0,нет,нет,газ,детская площадка,открытая во дворе,,изолированные,"кухня, хранение одежды",агентство,2025-05-27,53.2211791,50.2722529,12.33,1.16
1098,7304018601,7400000.0,137803.0,Контактное лицо,Krasnoglinsky,"1-й квартал, 37",возможна ипотека,2,53.7,10.2,30.2,8.0,10.0,лоджия,,раздельный,"во двор, на улицу, на солнечную сторону",косметический,кондиционер,свободная,кирпичный,2015.0,1,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,"кухня, хранение одежды",агентство,2025-05-27,53.3088523,50.287515,18.37,10.76
1100,7280865220,9000000.0,94340.0,Контактное лицо,Promyshlenny,"Ташкентская ул., 246",,3,95.4,42.0,22.5,4.0,10.0,"балкон, лоджия",2.7,раздельный,"во двор, на улицу, на солнечную сторону",евро,кондиционер,свободная,кирпичный,2002.0,1,нет,,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.268928,50.2200582,12.05,6.53
1101,4993702616,5900000.0,115686.0,Контактное лицо,Sovetsky,"ул. Победы, 3Б",возможна ипотека,1,51.0,11.3,18.2,15.0,22.0,балкон,2.7,совмещенный,"во двор, на улицу",требует ремонта,,свободная,монолитно-кирпичный,2024.0,1,2,,"детская площадка, спортивная площадка",открытая во дворе,панорамные окна,,,агентство,2025-05-27,53.2029986,50.230103,9.15,0.5
1102,7417123607,8500000.0,101190.0,1 собственник,Promyshlenny,"Московское ш., 113",возможна ипотека,3,84.0,9.0,48.1,8.0,9.0,"балкон, лоджия",,раздельный,"во двор, на улицу",косметический,,свободная,панельный,,1,нет,газ,,,,изолированные,,агентство,2025-05-27,53.2380834,50.205666,9.07,4.01
1103,4587131047,23500000.0,127027.0,Контактное лицо,Leninsky,"Студенческий пер., 2Ф",возможна ипотека,5,185.0,30.0,100.0,5.0,6.0,балкон,3.0,раздельный,во двор,евро,"кондиционер, посудомоечная машина, водонагреватель",свободная,кирпичный,1954.0,нет,нет,,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,"гардеробная, панорамные окна",изолированные,"кухня, хранение одежды",агентство,2025-05-27,53.2024119,50.1080562,1.54,1.91
1104,4803567484,3200000.0,95522.0,2 собственника или больше,Kirovsky,"18-й километр, 47",возможна ипотека,студия,33.5,,15.7,22.0,25.0,лоджия,2.7,совмещенный,во двор,требует ремонта,,свободная,монолитный,2022.0,1,2,,"детская площадка, спортивная площадка",открытая во дворе,,,,агентство,2025-05-27,,,,
1105,7344647976,6769000.0,105766.0,2 собственника или больше,Sovetsky,"ул. Победы, 81",возможна ипотека,2,64.0,12.0,35.0,5.0,5.0,балкон,3.0,раздельный,во двор,косметический,"кондиционер, холодильник",свободная,кирпичный,1958.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,"кухня, хранение одежды",агентство,2025-05-27,53.2079976,50.238752,9.81,0.3
1107,4510537314,5850000.0,95432.0,2 собственника или больше,Sovetsky,"ул. Георгия Ратнера, 10",возможна ипотека,4,61.3,6.0,42.0,3.0,5.0,лоджия,,раздельный,"во двор, на солнечную сторону",требует ремонта,,свободная,кирпичный,1976.0,нет,нет,газ,детская площадка,открытая во дворе,,смежные,,агентство,2025-05-27,53.2094821,50.2233083,8.83,0.87
1108,7254832216,4300000.0,92873.0,1 собственник,Kirovsky,"Севастопольская ул., 11",возможна ипотека,2,46.3,6.0,30.7,5.0,5.0,балкон,,совмещенный,на солнечную сторону,косметический,"кондиционер, холодильник, стиральная машина",свободная,кирпичный,1963.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,гардеробная,смежные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.2203343,50.2685153,12.06,1.07
1109,7367043275,4460000.0,96957.0,Контактное лицо,,"пр-т Карла Маркса, 185А",,2,46.0,6.0,,4.0,5.0,балкон,,совмещенный,на солнечную сторону,требует ремонта,,свободная,кирпичный,,,,,,,,изолированные,,агентство,2025-05-27,,,,
1110,4128911867,14599000.0,110015.0,Контактное лицо,Promyshlenny,"8-я просека, 60",возможна ипотека,3,132.7,30.0,78.7,4.0,4.0,лоджия,,"совмещенный, раздельный",во двор,косметический,,свободная,кирпичный,2008.0,нет,нет,,,,,"изолированные, смежные",,агентство,2025-05-27,53.2622021,50.2030002,10.72,6.29
1111,4372686547,5900000.0,100340.0,2 собственника или больше,Kirovsky,"ул. Победы, 131",возможна ипотека,3,58.8,6.1,42.0,3.0,5.0,балкон,2.6,совмещенный,"во двор, на улицу",косметический,кондиционер,альтернативная,кирпичный,1969.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,"изолированные, смежные","кухня, хранение одежды",агентство,2025-05-27,53.2234102,50.2722886,12.4,1.41
1112,7236097232,9450000.0,136167.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Leninsky,"ул. Агибалова, 76",возможна ипотека,3,69.4,10.0,,5.0,10.0,лоджия,,раздельный,,косметический,"кондиционер, стиральная машина",свободная,кирпичный,,1,нет,,детская площадка,открытая во дворе,,изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.1936072,50.1220053,1.85,1.94
1113,7416116518,4850000.0,97782.0,1 собственник,Krasnoglinsky,"ул. Мира, 55",,2,49.6,9.9,29.0,2.0,3.0,,2.7,раздельный,"на улицу, на солнечную сторону",евро,,альтернативная,кирпичный,2015.0,нет,нет,,"детская площадка, спортивная площадка",открытая во дворе,панорамные окна,изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.3087814,50.3071857,19.31,10.87
1114,7345330980,6300000.0,124016.0,1 собственник,Sovetsky,"ул. Антонова-Овсеенко, 59А",возможна ипотека,2,50.8,8.3,29.3,3.0,5.0,балкон,,раздельный,"во двор, на улицу",косметический,кондиционер,альтернативная,кирпичный,1993.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,гардеробная,изолированные,кухня,агентство,2025-05-27,53.2115295,50.2097202,8.02,1.34
1115,7385156642,2799999.0,93333.0,Контактное лицо,Kirovsky,"ул. Академика Дмитрия Козлова, 10",,1,30.0,9.0,15.0,3.0,5.0,,2.7,совмещенный,во двор,косметический,,свободная,кирпичный,2017.0,,,,,открытая во дворе,,,,агентство,2025-05-27,53.305692,50.3411596,20.82,11.11
1116,4719858688,5300000.0,102119.0,1 собственник,Kirovsky,"Минская ул., 39",возможна ипотека,2,51.9,11.2,31.0,7.0,8.0,лоджия,,раздельный,во двор,косметический,,свободная,панельный,,1,,,,открытая во дворе,,изолированные,кухня,агентство,2025-05-27,53.2363984,50.2475476,11.39,2.64
1117,7401833636,8300000.0,179266.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Oktyabrsky,"ул. Клары Цеткин, 23",возможна ипотека,студия,46.3,,35.0,11.0,17.0,,2.8,совмещенный,во двор,дизайнерский,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,монолитный,2018.0,1,1,консьерж,детская площадка,открытая во дворе,,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.2270599,50.1536583,5.62,1.71
1118,4609446357,15500000.0,172222.0,1 собственник,Samarsky,"Пионерская ул., 100",возможна ипотека,3,90.0,25.0,,10.0,16.0,"балкон, лоджия",,раздельный,"на улицу, на солнечную сторону",евро,"кондиционер, холодильник, стиральная машина",свободная,кирпичный,,1,1,,"детская площадка, спортивная площадка",открытая во дворе,"гардеробная, панорамные окна",изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.1817032,50.093494,1.05,4.11
1119,4826614289,6900000.0,86250.0,2 собственника или больше,Kirovsky,"пр-т Карла Маркса, 487",возможна ипотека,4,80.0,10.0,57.0,2.0,9.0,"балкон, лоджия",2.6,совмещенный,во двор,евро,"кондиционер, водонагреватель",свободная,панельный,,1,,газ,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,,,,
1121,7391861727,6000000.0,103270.0,1 собственник,Kirovsky,"Минская ул., 30А",возможна ипотека,3,58.1,5.9,42.7,2.0,5.0,балкон,2.6,раздельный,"во двор, на улицу, на солнечную сторону",косметический,кондиционер,свободная,кирпичный,1972.0,нет,нет,газ,детская площадка,открытая во дворе,,изолированные,кухня,агентство,2025-05-27,53.2335011,50.2472607,11.23,2.31
1122,7306225612,11350000.0,186371.0,1 собственник,Oktyabrsky,"4-й пр., 67",,2,60.9,10.6,29.4,11.0,25.0,лоджия,2.6,раздельный,,дизайнерский,,свободная,монолитно-кирпичный,2024.0,2,1,консьерж,"детская площадка, спортивная площадка",открытая во дворе,гардеробная,изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.2088009,50.1869397,6.47,1.15
1123,4375898936,7800000.0,117293.0,1 собственник,Zheleznodorozhny,"Магнитогорская ул., 5",возможна ипотека,2,66.5,7.9,40.8,9.0,10.0,лоджия,,раздельный,"во двор, на улицу, на солнечную сторону",евро,кондиционер,свободная,кирпичный,1996.0,1,нет,,детская площадка,открытая во дворе,гардеробная,изолированные,"кухня, хранение одежды",агентство,2025-05-27,53.1983669,50.1582287,4.32,0.51
1124,7368756845,3250000.0,101563.0,2 собственника или больше,,"пр-т Карла Маркса, 358",возможна ипотека,1,32.0,5.5,19.1,1.0,5.0,,2.7,совмещенный,во двор,косметический,,свободная,панельный,1967.0,нет,нет,газ,,открытая во дворе,,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,,,,
1125,7260950649,9600000.0,199584.0,1 собственник,Leninsky,"Полевая ул., 71",возможна ипотека,1,48.1,17.0,22.0,8.0,25.0,лоджия,3.0,совмещенный,во двор,дизайнерский,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,монолитный,2012.0,2,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,гардеробная,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.2017125,50.1275026,2.49,0.97
1126,7419756421,4191200.0,141118.0,ООО «Специализированный Застройщик «ГВ Девелопмент»,Kuibyshevsky,"ш. Южное, стр. 2",,студия,29.7,,,6.0,19.0,,,совмещенный,,,,договор долевого участия,кирпичный,,,,,,,,,,агентство,2025-05-27,53.1303192,50.1721346,8.52,7.79
1127,7365128096,2499000.0,117877.0,Контактное лицо,Sovetsky,"ул. Дыбенко, 157",,1,21.2,5.0,13.0,6.0,9.0,балкон,,совмещенный,"во двор, на улицу",косметический,,свободная,кирпичный,1978.0,1,нет,"мусоропровод, газ",детская площадка,открытая во дворе,,,,агентство,2025-05-27,53.2063038,50.2245649,8.84,0.54
1128,7383570062,7000000.0,137795.0,1 собственник,Zheleznodorozhny,"Киевская ул., 10",возможна ипотека,2,50.8,8.7,27.4,5.0,13.0,балкон,2.7,совмещенный,на солнечную сторону,косметический,холодильник,свободная,кирпичный,1992.0,2,нет,,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,кухня,агентство,2025-05-27,53.1999698,50.1536542,4.06,0.55
1129,7256078414,6000000.0,86957.0,Контактное лицо,,"Николаевский пр-т, 9",возможна ипотека,3,69.0,10.8,42.0,1.0,5.0,лоджия,,раздельный,,требует ремонта,,свободная,кирпичный,,,,,,,,изолированные,,агентство,2025-05-27,,,,
1130,5057529570,4990000.0,98617.0,1 собственник,Kirovsky,"пр-т Карла Маркса, 467",возможна ипотека,2,50.6,8.0,28.0,5.0,9.0,"балкон, лоджия",,раздельный,во двор,косметический,,свободная,панельный,,1,,газ,"детская площадка, спортивная площадка",открытая во дворе,гардеробная,изолированные,"кухня, хранение одежды",агентство,2025-05-27,,,,
1131,7314316822,4800000.0,111888.0,2 собственника или больше,Sovetsky,"ул. Авроры, 123",возможна ипотека,2,42.9,5.5,30.0,2.0,5.0,балкон,2.5,совмещенный,во двор,требует ремонта,,свободная,панельный,1963.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,,агентство,2025-05-27,53.195024,50.192175,6.53,0.85
1132,4731367571,6300000.0,156328.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Sovetsky,"Отважная ул., 35",возможна ипотека,1,40.3,12.0,18.4,11.0,12.0,лоджия,,совмещенный,во двор,косметический,кондиционер,свободная,кирпичный,2011.0,1,1,,"детская площадка, спортивная площадка",открытая во дворе,гардеробная,,кухня,агентство,2025-05-27,53.2087901,50.2067198,7.74,0.97
1133,4525223101,11450000.0,146795.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Promyshlenny,"7-я просека, 100",возможна ипотека,3,78.0,12.0,47.0,3.0,19.0,лоджия,2.7,"совмещенный, раздельный","на улицу, на солнечную сторону",косметический,кондиционер,свободная,монолитный,2014.0,1,1,консьерж,"детская площадка, спортивная площадка",открытая во дворе,гардеробная,"изолированные, смежные","кухня, хранение одежды, спальные места",агентство,2025-05-27,53.2555768,50.1983794,9.97,5.82
1134,7346041454,2150000.0,107500.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Samarsky,"Садовая ул., 20",,студия,20.0,,,3.0,3.0,,,совмещенный,,евро,,свободная,кирпичный,,,,,,,,,,агентство,2025-05-27,53.1817613,50.099986,1.1,3.84
1135,7221729827,3200000.0,124031.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",,"ул. Алабина, 44",,1,25.8,5.0,13.0,6.0,10.0,балкон,2.7,совмещенный,во двор,косметический,,свободная,монолитный,2022.0,1,,мусоропровод,детская площадка,,,,,агентство,2025-05-27,53.1018092,50.1657643,11.02,10.99
1136,7322014467,6200000.0,143187.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Sovetsky,"ул. Карбышева, 61А",,1,43.3,8.6,18.6,15.0,16.0,лоджия,2.6,совмещенный,"на улицу, на солнечную сторону",евро,,свободная,кирпичный,2010.0,1,1,,"закрытая территория, детская площадка",за шлагбаумом во дворе,гардеробная,,кухня,агентство,2025-05-27,53.2068761,50.2038689,7.5,0.7
1137,7381397182,2890000.0,80726.0,1 собственник,Krasnoglinsky,"б-р Ивана Финютина, 23",возможна ипотека,1,35.8,11.0,17.0,3.0,3.0,балкон,2.5,совмещенный,во двор,косметический,,свободная,кирпичный,,,,газ,"детская площадка, спортивная площадка",открытая во дворе,,,,агентство,2025-05-27,,,,
1138,7327973513,5300000.0,108163.0,1 собственник,Oktyabrsky,"ул. Авроры, 122",,2,49.0,7.0,27.0,2.0,10.0,,,,,косметический,,свободная,кирпичный,,,,,,,,изолированные,,агентство,2025-05-27,53.2027382,50.1890866,6.44,0.77
1139,7395485867,8250000.0,175532.0,Контактное лицо,Leninsky,"Чапаевская ул., 210",,2,47.0,7.9,22.0,4.0,10.0,балкон,2.7,раздельный,"во двор, на улицу",требует ремонта,,свободная,кирпичный,,1,1,,,,,изолированные,,агентство,2025-05-27,53.1984411,50.1014654,0.93,2.5
1141,7437075110,8700000.0,174000.0,Контактное лицо,Promyshlenny,"Солнечная ул., 42",возможна ипотека,1,50.0,20.0,,7.0,15.0,,3.0,,,евро,,свободная,кирпичный,2021.0,,,,,,,,,агентство,2025-05-27,53.2566455,50.2007953,10.17,5.83
1142,4622393509,2400000.0,72072.0,Контактное лицо,Krasnoglinsky,"ул. Мира, 85",возможна ипотека,1,33.3,11.7,16.0,1.0,3.0,,2.6,совмещенный,во двор,косметический,,свободная,кирпичный,,,,газ,"детская площадка, спортивная площадка",,,,,агентство,2025-05-27,53.3085468,50.3162166,19.74,10.95
1143,4762040803,4620000.0,79655.0,Контактное лицо,Sovetsky,"Партизанская ул., 234",возможна ипотека,3,58.0,5.0,38.0,4.0,5.0,балкон,,раздельный,"во двор, на солнечную сторону",требует ремонта,,свободная,панельный,1964.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,смежные,,агентство,2025-05-27,53.189813,50.207224,7.52,1.33
1144,7329139553,11990000.0,176583.0,1 собственник,Leninsky,"ул. Маяковского, 44",возможна ипотека,2,67.9,21.0,30.0,9.0,17.0,лоджия,3.0,раздельный,,требует ремонта,,свободная,монолитный,,1,1,консьерж,"закрытая территория, детская площадка",,,изолированные,,агентство,2025-05-27,53.2004665,50.1191256,1.94,1.42
1146,3160050797,6200000.0,131915.0,Контактное лицо,Oktyabrsky,"ул. Гастелло, 46",возможна ипотека,1,47.0,10.0,,8.0,16.0,лоджия,,совмещенный,,евро,кондиционер,свободная,монолитный,2011.0,1,1,,,,,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.2223964,50.1955275,7.58,2.4
1147,4580566052,2299999.0,100437.0,Контактное лицо,Kirovsky,"ул. Академика Дмитрия Козлова, 1",,студия,22.9,,16.0,5.0,5.0,лоджия,,совмещенный,"во двор, на улицу",косметический,"кондиционер, холодильник, стиральная машина",свободная,кирпичный,,нет,нет,,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.305692,50.3411596,20.82,11.11
1148,4465184848,3550000.0,95946.0,1 собственник,Kirovsky,"18-й километр, 53",возможна ипотека,1,37.0,9.5,14.0,23.0,26.0,лоджия,2.5,совмещенный,"на улицу, на солнечную сторону",требует ремонта,,свободная,монолитный,2024.0,2,1,,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,гардеробная,,,агентство,2025-05-27,,,,
1149,7407150204,12600000.0,273913.0,Контактное лицо,,"Ново-Садовая ул., 106Гк1",возможна ипотека,1,46.0,16.0,14.6,10.0,24.0,лоджия,2.8,совмещенный,"на улицу, на солнечную сторону",евро,"кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,монолитный,2021.0,1,2,консьерж,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе","гардеробная, панорамные окна",,"кухня, хранение одежды, спальные места",агентство,2025-05-27,,,,
1150,4156051609,2580000.0,75882.0,Контактное лицо,Kirovsky,"ул. Воеводина, 63",возможна ипотека,1,34.0,6.5,18.0,5.0,5.0,,2.7,раздельный,,косметический,,свободная,панельный,,,,,,,,,,агентство,2025-05-27,53.2348724,50.2997337,14.54,2.77
1151,7380955368,6800000.0,87179.0,Контактное лицо,Sovetsky,"ул. Победы, 89",возможна ипотека,3,78.0,9.9,47.1,4.0,5.0,балкон,3.4,раздельный,"на улицу, на солнечную сторону",косметический,кондиционер,свободная,кирпичный,1958.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,"изолированные, смежные","кухня, хранение одежды, спальные места",агентство,2025-05-27,53.2107238,50.2446851,10.26,0.33
1152,4402894452,6400000.0,159601.0,2 собственника или больше,,"Волжский пр-т, 15А",возможна ипотека,2,40.1,6.0,30.0,5.0,5.0,балкон,2.7,совмещенный,во двор,требует ремонта,,свободная,панельный,1962.0,нет,нет,газ,детская площадка,открытая во дворе,,смежные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,,,,
1153,7285827307,5000000.0,110865.0,Контактное лицо,Zheleznodorozhny,"Пролетарская ул., 171",возможна ипотека,2,45.1,6.0,32.0,5.0,5.0,балкон,,совмещенный,во двор,дизайнерский,,свободная,панельный,,1,нет,,,,,"изолированные, смежные",,агентство,2025-05-27,53.2019565,50.1555078,4.24,0.34
1154,7385099187,6000000.0,113208.0,Контактное лицо,Sovetsky,"Партизанская ул., 176А",возможна ипотека,2,53.0,7.9,33.1,4.0,6.0,,,раздельный,,косметический,,свободная,панельный,,,,,,,,изолированные,,агентство,2025-05-27,53.1891696,50.1974728,6.87,1.33
1156,7362263772,1670000.0,119286.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Kirovsky,"Юбилейная ул., 34",возможна ипотека,1,14.0,3.0,,2.0,5.0,,,совмещенный,на улицу,косметический,стиральная машина,свободная,кирпичный,,,,,,,,,кухня,агентство,2025-05-27,53.2255026,50.264844,12.0,1.68
1157,7401881527,3800000.0,76000.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Kirovsky,"ул. Анетты Басс, 4с2",возможна ипотека,2,50.0,10.0,,1.0,9.0,,,совмещенный,во двор,косметический,,свободная,кирпичный,2023.0,1,1,,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,,агентство,2025-05-27,53.3038106,50.3279204,19.99,10.63
1158,7419845032,4000000.0,134228.0,Контактное лицо,Oktyabrsky,"ул. Скляренко, 10",возможна ипотека,1,29.8,5.4,17.2,1.0,5.0,,2.5,совмещенный,во двор,косметический,кондиционер,свободная,панельный,,,,газ,,,,,,агентство,2025-05-27,53.2136822,50.1544873,4.72,0.41
1159,7328427722,5200000.0,119540.0,1 собственник,Krasnoglinsky,"1-й квартал, 34",возможна ипотека,1,43.5,12.0,,10.0,10.0,лоджия,2.6,совмещенный,"во двор, на улицу, на солнечную сторону",евро,"холодильник, стиральная машина",свободная,кирпичный,2014.0,1,1,газ,детская площадка,открытая во дворе,,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.3094349,50.2854184,18.32,10.82
1160,4174769780,12500000.0,242248.0,1 собственник,Zheleznodorozhny,"ул. Льва Толстого, 121",возможна ипотека,2,51.6,8.0,30.0,4.0,4.0,балкон,3.0,совмещенный,во двор,дизайнерский,"кондиционер, стиральная машина, посудомоечная машина, водонагреватель",свободная,кирпичный,,,,,закрытая территория,открытая во дворе,,изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.1873805,50.1135496,1.33,2.82
1161,7411313015,15000000.0,211268.0,2 собственника или больше,Zheleznodorozhny,"ул. Тухачевского, 84",возможна ипотека,2,71.0,22.0,27.0,5.0,23.0,лоджия,,раздельный,во двор,евро,"кондиционер, водонагреватель",свободная,монолитный,2021.0,1,1,,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,"кухня, хранение одежды",агентство,2025-05-27,53.1953366,50.1495337,3.7,1.1
1163,4590239302,2299000.0,128436.0,1 собственник,Promyshlenny,"Нагорная ул., 13",возможна ипотека,студия,17.9,,15.0,5.0,5.0,,,совмещенный,во двор,евро,,свободная,кирпичный,1974.0,,,,,,,,,агентство,2025-05-27,53.2204028,50.2230731,9.18,1.77
1166,7386977296,5450000.0,126744.0,1 собственник,Promyshlenny,"ул. Стара-Загора, 103",возможна ипотека,2,43.0,6.0,29.0,1.0,5.0,лоджия,2.8,совмещенный,"во двор, на солнечную сторону",дизайнерский,"холодильник, стиральная машина",свободная,панельный,,,,газ,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.2304848,50.2177985,9.32,2.84
1167,7401953531,10699000.0,118878.0,Контактное лицо,Promyshlenny,"Московское ш., 320",возможна ипотека,4,90.0,12.0,57.0,3.0,18.0,лоджия,2.7,раздельный,во двор,евро,"кондиционер, водонагреватель",свободная,монолитный,1992.0,1,1,консьерж,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.2605719,50.2370113,12.25,5.38
1168,7402357775,4300000.0,109694.0,1 собственник,Kuibyshevsky,"Южное ш., 7",возможна ипотека,1,39.2,11.2,14.1,8.0,25.0,лоджия,2.7,совмещенный,во двор,требует ремонта,,свободная,кирпичный,2022.0,1,1,,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,"гардеробная, панорамные окна",,,агентство,2025-05-27,53.1351296,50.1700615,8.01,7.27
1169,4315246282,9500000.0,155738.0,Контактное лицо,Samarsky,"ул. Венцека, 81",,2,61.0,7.0,37.0,5.0,6.0,лоджия,,,,дизайнерский,,свободная,кирпичный,,,,,,,,изолированные,,агентство,2025-05-27,53.1822622,50.0992051,1.03,3.82
1170,3723195071,4999000.0,86190.0,2 собственника или больше,Zheleznodorozhny,"ул. Мориса Тореза, 51",возможна ипотека,3,58.0,10.0,32.0,2.0,8.0,лоджия,2.8,раздельный,"на улицу, на солнечную сторону",требует ремонта,,свободная,кирпичный,1977.0,1,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,панорамные окна,изолированные,,агентство,2025-05-27,53.1964186,50.178036,5.6,0.43
1171,4906234625,5750000.0,77808.0,Контактное лицо,Oktyabrsky,"ул. Ерошевского, 2",возможна ипотека,3,73.9,7.0,59.0,2.0,3.0,,3.2,раздельный,во двор,требует ремонта,,свободная,кирпичный,1939.0,нет,нет,газ,детская площадка,открытая во дворе,,изолированные,,агентство,2025-05-27,53.2188194,50.1573352,5.2,0.94
1172,7320817914,22000000.0,171340.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Samarsky,"Садовая ул., 71",возможна ипотека,3,128.4,18.0,73.6,2.0,5.0,лоджия,,раздельный,во двор,евро,,свободная,кирпичный,1999.0,нет,,"консьерж, газ",закрытая территория,за шлагбаумом во дворе,,изолированные,"кухня, хранение одежды",агентство,2025-05-27,53.1858338,50.1039773,0.85,3.31
1173,7291721312,3950000.0,139576.0,1 собственник,Promyshlenny,"ул. Аминева, 21",возможна ипотека,1,28.3,7.8,11.5,4.0,9.0,лоджия,,раздельный,во двор,косметический,,свободная,панельный,1986.0,1,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,,кухня,агентство,2025-05-27,53.2495538,50.2100438,10.08,4.83
1174,7372492722,2250000.0,125000.0,Контактное лицо,Promyshlenny,"Рыльская ул., 44",возможна ипотека,студия,18.0,,,5.0,9.0,,,совмещенный,,евро,,свободная,кирпичный,1979.0,1,нет,,детская площадка,открытая во дворе,,,"кухня, спальные места",агентство,2025-05-27,53.1999634,50.244723,10.07,0.95
1175,7354884101,3490000.0,110095.0,2 собственника или больше,,"пр-т Карла Маркса, 426",возможна ипотека,1,31.7,6.0,18.0,4.0,5.0,балкон,,совмещенный,"во двор, на солнечную сторону",косметический,"кондиционер, стиральная машина, водонагреватель",свободная,панельный,1969.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,,,,
